latitude,longitude,elevation,time
35.394084,138.733391,2316.202624,2024-08-24 11:38:07
35.39408,138.7334,2326.175717,2024-08-24 11:38:07
35.391685,138.736517,2341.270187,2024-08-24 11:48:10
35.388497,138.74284,2371.800024,2024-08-24 11:58:15
35.385515,138.74695,2418.62082,2024-08-24 12:08:18
35.383364,138.747245,2475.137581,2024-08-24 12:18:21
35.381691,138.746766,2538.830175,2024-08-24 12:28:21
35.380274,138.74532,2603.497538,2024-08-24 12:38:25
35.37902,138.744509,2665.022633,2024-08-24 12:48:31
35.378708,138.744578,2718.91667,2024-08-24 12:58:34
35.377886,138.743784,2769.526463,2024-08-24 13:08:37
35.377715,138.743554,2816.722837,2024-08-24 13:18:40
35.376825,138.742867,2863.910629,2024-08-24 13:28:45
35.375776,138.743104,2909.506695,2024-08-24 13:38:51
35.375028,138.742572,2954.468626,2024-08-24 13:48:54
35.374228,138.741501,2997.993621,2024-08-24 13:58:57
35.374042,138.741547,3039.07243,2024-08-24 14:08:59
35.373784,138.741233,3077.945225,2024-08-24 14:18:59
35.372898,138.740812,3117.604629,2024-08-24 14:29:01
35.37217,138.739854,3158.897823,2024-08-24 14:39:03
35.371707,138.739663,3199.902232,2024-08-24 14:49:05
35.371206,138.738647,3240.167573,2024-08-24 14:59:08
35.370663,138.739086,3276.400668,2024-08-24 15:09:10
35.369737,138.738542,3308.21711,2024-08-24 15:19:11
35.368955,138.739004,3332.561086,2024-08-24 15:29:23
35.368905,138.738928,3348.919561,2024-08-24 15:38:47
35.368879,138.73903,3371.100581,2024-08-25 02:40:50
35.368872,138.739029,3396.414115,2024-08-25 02:40:51
35.368331,138.737667,3428.833136,2024-08-25 02:50:53
35.367856,138.736973,3469.686652,2024-08-25 03:00:53
35.367479,138.736218,3522.223064,2024-08-25 03:10:53
35.367004,138.735372,3574.341919,2024-08-25 03:20:58
35.366424,138.734409,3626.659638,2024-08-25 03:30:58
35.365857,138.733552,3663.980848,2024-08-25 03:40:59
35.365328,138.733119,3690.960819,2024-08-25 03:51:12
35.364136,138.733935,3712.866178,2024-08-25 04:01:17
35.364123,138.733942,3723.25527,2024-08-25 04:11:37
35.364125,138.733954,3726.773166,2024-08-25 04:22:18
35.36411,138.733953,3734.154214,2024-08-25 04:32:36
35.36411,138.733949,3741.50661,2024-08-25 04:43:05
35.364104,138.733923,3742.03678,2024-08-25 04:53:18
35.364107,138.733943,3740.592625,2024-08-25 05:03:30
35.364106,138.733924,3737.492635,2024-08-25 05:14:00
35.364232,138.733996,3732.856699,2024-08-25 05:24:00
35.361894,138.734126,3728.80378,2024-08-25 05:34:02
35.359955,138.731946,3734.318074,2024-08-25 05:44:04
35.359798,138.729995,3741.990073,2024-08-25 05:54:05
35.360513,138.727567,3745.28794,2024-08-25 06:04:20
35.360519,138.72748,3754.404956,2024-08-25 06:14:58
35.360655,138.727335,3758.497763,2024-08-25 06:25:02
35.360677,138.72733,3745.799437,2024-08-25 06:35:02
35.364102,138.727053,3735.172248,2024-08-25 06:45:06
35.366237,138.730952,3710.864038,2024-08-25 06:55:09
35.365194,138.733145,3642.008922,2024-08-25 07:17:37
35.36512,138.73571,3549.88586,2024-08-25 07:27:38
35.367537,138.738152,3454.562064,2024-08-25 07:37:41
35.369023,138.74087,3339.46095,2024-08-25 07:47:44
35.36942,138.741867,3212.448796,2024-08-25 07:57:51
35.3692,138.744439,3102.528055,2024-08-25 08:07:56
35.36865,138.748318,2977.01014,2024-08-25 08:17:56
35.366919,138.750641,2860.372443,2024-08-25 08:27:57
35.367948,138.755509,2727.278179,2024-08-25 08:37:59
35.368072,138.755486,2597.303763,2024-08-25 08:49:30
35.36789,138.760218,2469.929933,2024-08-25 08:59:35
35.367981,138.76429,2375.170964,2024-08-25 09:09:35
35.367984,138.767782,2260.066376,2024-08-25 09:19:55
35.368249,138.770209,2164.010822,2024-08-25 09:29:56
35.368873,138.774354,2092.390265,2024-08-25 09:39:59
35.368129,138.777476,2056.801134,2024-08-25 09:50:01
35.366135,138.778439,2015.458389,2024-08-25 09:56:13
